Bioassay_ID,Host_ID,Host_Category,Host_Description,Strain_ID,Media_Type,Date_Innoculated,Bioassay_Date,Username,Bioassay_Type,Pathogen_Name,Pathogen_Only_Control,Bioassay_Activity,Bioassay_Notes,Notes,original score,score classification,simplified score
BID10086,p3-HID139,Human,Nare,LK469,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Escherichia coli - PID37,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID10087,p3-HID139,Human,Nare,LK469,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Pseudomonas aeruginosa (PAO1) - PID38,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID10088,p3-HID139,Human,Nare,LK469,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Pseudomonas aeruginosa 27873 - PID25,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID10089,p3-HID139,Human,Nare,LK469,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Enterobacter cloacae - PID17,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID10090,p3-HID139,Human,Nare,LK469,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Klebsiella oxytoca - PID21,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID10091,p3-HID139,Human,Nare,LK469,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Citrobacter freundii - PID22,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID10092,p3-HID139,Human,Nare,LK469,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Proteus vulgaris - PID24,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID10093,p3-HID139,Human,Nare,LK469,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Serratia marcescens 8055 - PID31,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID10094,p3-HID139,Human,Nare,LK469,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Acinetobacter baumannii - PID42,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID10095,p3-HID139,Human,Nare,LK469,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Cryptococcus neoformans (H99) - PID49,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID10096,p3-HID139,Human,Nare,LK469,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Candida albicans (K1) - PID39,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID10097,p3-HID139,Human,Nare,LK469,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Candida sp. - PID36,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID10098,p3-HID139,Human,Nare,LK469,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Trichosporon asahii - PID56,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID10099,p3-HID139,Human,Nare,LK469,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Metarhizium sp. - PID43,no,no,,Media: BHI + 0.1% Tween 80,-1,no data,-1
BID10100,p3-HID139,Human,Nare,LK469,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Trichoderma sp. - PID44,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID10101,p3-HID139,Human,Nare,LK469,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Aspergillus flavus - PID14,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID10510,p3-HID151,Human,Antecubital fossa,LK478,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Staphylococcus aureus (MRSA) - PID40,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID10511,p3-HID151,Human,Antecubital fossa,LK478,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Bacillus cereus - PID30,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID10512,p3-HID151,Human,Antecubital fossa,LK478,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Bacillus subtilis - PID29,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID10513,p3-HID151,Human,Antecubital fossa,LK478,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Mycobacterium smegmatis - PID1,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID10514,p3-HID151,Human,Antecubital fossa,LK478,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Norcardia corynebacteroides - PID5,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID10515,p3-HID151,Human,Antecubital fossa,LK478,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Staphylococcus epidermidis - PID18,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID10516,p3-HID151,Human,Antecubital fossa,LK478,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Micrococcus luteus - PID19,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID10517,p3-HID151,Human,Antecubital fossa,LK478,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Enterococcus faecalis - PID41,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID10518,p3-HID151,Human,Antecubital fossa,LK478,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Escherichia coli - PID37,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID10519,p3-HID151,Human,Antecubital fossa,LK478,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Pseudomonas aeruginosa (PAO1) - PID38,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID10520,p3-HID151,Human,Antecubital fossa,LK478,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Pseudomonas aeruginosa 27873 - PID25,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID10521,p3-HID151,Human,Antecubital fossa,LK478,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Enterobacter cloacae - PID17,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID10522,p3-HID151,Human,Antecubital fossa,LK478,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Klebsiella oxytoca - PID21,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID10523,p3-HID151,Human,Antecubital fossa,LK478,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Citrobacter freundii - PID22,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID10524,p3-HID151,Human,Antecubital fossa,LK478,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Proteus vulgaris - PID24,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID10525,p3-HID151,Human,Antecubital fossa,LK478,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Serratia marcescens 8055 - PID31,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID10526,p3-HID151,Human,Antecubital fossa,LK478,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Acinetobacter baumannii - PID42,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID10527,p3-HID151,Human,Antecubital fossa,LK478,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Cryptococcus neoformans (H99) - PID49,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID10528,p3-HID151,Human,Antecubital fossa,LK478,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Candida albicans (K1) - PID39,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID10529,p3-HID151,Human,Antecubital fossa,LK478,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Candida sp. - PID36,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID10530,p3-HID151,Human,Antecubital fossa,LK478,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Trichosporon asahii - PID56,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID10531,p3-HID151,Human,Antecubital fossa,LK478,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Metarhizium sp. - PID43,no,no,,Media: BHI + 0.1% Tween 80,-1,no data,-1
BID10532,p3-HID151,Human,Antecubital fossa,LK478,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Trichoderma sp. - PID44,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID10533,p3-HID151,Human,Antecubital fossa,LK478,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Aspergillus flavus - PID14,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID10966,p3-HID112,Human,Umbilicus,LK488,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Staphylococcus aureus (MRSA) - PID40,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID10967,p3-HID112,Human,Umbilicus,LK488,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Bacillus cereus - PID30,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID10968,p3-HID112,Human,Umbilicus,LK488,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Bacillus subtilis - PID29,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID10969,p3-HID112,Human,Umbilicus,LK488,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Mycobacterium smegmatis - PID1,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID10970,p3-HID112,Human,Umbilicus,LK488,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Norcardia corynebacteroides - PID5,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID10971,p3-HID112,Human,Umbilicus,LK488,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Staphylococcus epidermidis - PID18,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID10972,p3-HID112,Human,Umbilicus,LK488,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Micrococcus luteus - PID19,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID10973,p3-HID112,Human,Umbilicus,LK488,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Enterococcus faecalis - PID41,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID10974,p3-HID112,Human,Umbilicus,LK488,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Escherichia coli - PID37,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID10975,p3-HID112,Human,Umbilicus,LK488,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Pseudomonas aeruginosa (PAO1) - PID38,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID10976,p3-HID112,Human,Umbilicus,LK488,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Pseudomonas aeruginosa 27873 - PID25,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID10977,p3-HID112,Human,Umbilicus,LK488,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Enterobacter cloacae - PID17,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID10978,p3-HID112,Human,Umbilicus,LK488,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Klebsiella oxytoca - PID21,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID10979,p3-HID112,Human,Umbilicus,LK488,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Citrobacter freundii - PID22,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID10980,p3-HID112,Human,Umbilicus,LK488,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Proteus vulgaris - PID24,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID10981,p3-HID112,Human,Umbilicus,LK488,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Serratia marcescens 8055 - PID31,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID10982,p3-HID112,Human,Umbilicus,LK488,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Acinetobacter baumannii - PID42,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID10983,p3-HID112,Human,Umbilicus,LK488,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Cryptococcus neoformans (H99) - PID49,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID10984,p3-HID112,Human,Umbilicus,LK488,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Candida albicans (K1) - PID39,yes,yes,,Media: BHI + 0.1% Tween 80,2,zone of inhibition,1
BID10985,p3-HID112,Human,Umbilicus,LK488,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Candida sp. - PID36,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID10986,p3-HID112,Human,Umbilicus,LK488,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Trichosporon asahii - PID56,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID10987,p3-HID112,Human,Umbilicus,LK488,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Metarhizium sp. - PID43,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID10988,p3-HID112,Human,Umbilicus,LK488,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Trichoderma sp. - PID44,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID10989,p3-HID112,Human,Umbilicus,LK488,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Aspergillus flavus - PID14,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID11182,p3-HID115,Human,Nare,LK494,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Staphylococcus aureus (MRSA) - PID40,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID11183,p3-HID115,Human,Nare,LK494,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Bacillus cereus - PID30,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID11184,p3-HID115,Human,Nare,LK494,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Bacillus subtilis - PID29,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID11185,p3-HID115,Human,Nare,LK494,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Mycobacterium smegmatis - PID1,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID11186,p3-HID115,Human,Nare,LK494,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Norcardia corynebacteroides - PID5,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID11187,p3-HID115,Human,Nare,LK494,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Staphylococcus epidermidis - PID18,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID11188,p3-HID115,Human,Nare,LK494,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Micrococcus luteus - PID19,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID11189,p3-HID115,Human,Nare,LK494,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Enterococcus faecalis - PID41,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID11190,p3-HID115,Human,Nare,LK494,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Escherichia coli - PID37,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID11191,p3-HID115,Human,Nare,LK494,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Pseudomonas aeruginosa (PAO1) - PID38,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID11192,p3-HID115,Human,Nare,LK494,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Pseudomonas aeruginosa 27873 - PID25,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID11193,p3-HID115,Human,Nare,LK494,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Enterobacter cloacae - PID17,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID11194,p3-HID115,Human,Nare,LK494,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Klebsiella oxytoca - PID21,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID11195,p3-HID115,Human,Nare,LK494,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Citrobacter freundii - PID22,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID11196,p3-HID115,Human,Nare,LK494,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Proteus vulgaris - PID24,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID11197,p3-HID115,Human,Nare,LK494,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Serratia marcescens 8055 - PID31,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID11198,p3-HID115,Human,Nare,LK494,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Acinetobacter baumannii - PID42,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID11199,p3-HID115,Human,Nare,LK494,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Cryptococcus neoformans (H99) - PID49,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID11200,p3-HID115,Human,Nare,LK494,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Candida albicans (K1) - PID39,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID11201,p3-HID115,Human,Nare,LK494,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Candida sp. - PID36,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID11202,p3-HID115,Human,Nare,LK494,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Trichosporon asahii - PID56,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID11203,p3-HID115,Human,Nare,LK494,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Metarhizium sp. - PID43,no,no,,Media: BHI + 0.1% Tween 80,-1,no data,-1
BID11204,p3-HID115,Human,Nare,LK494,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Trichoderma sp. - PID44,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID11205,p3-HID115,Human,Nare,LK494,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Aspergillus flavus - PID14,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID11278,p3-HID138,Human,Alar crease,LK500,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Staphylococcus aureus (MRSA) - PID40,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID11279,p3-HID138,Human,Alar crease,LK500,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Bacillus cereus - PID30,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID11280,p3-HID138,Human,Alar crease,LK500,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Bacillus subtilis - PID29,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID11281,p3-HID138,Human,Alar crease,LK500,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Mycobacterium smegmatis - PID1,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID11282,p3-HID138,Human,Alar crease,LK500,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Norcardia corynebacteroides - PID5,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID11283,p3-HID138,Human,Alar crease,LK500,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Staphylococcus epidermidis - PID18,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID11284,p3-HID138,Human,Alar crease,LK500,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Micrococcus luteus - PID19,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID11285,p3-HID138,Human,Alar crease,LK500,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Enterococcus faecalis - PID41,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID11286,p3-HID138,Human,Alar crease,LK500,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Escherichia coli - PID37,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID11287,p3-HID138,Human,Alar crease,LK500,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Pseudomonas aeruginosa (PAO1) - PID38,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID11288,p3-HID138,Human,Alar crease,LK500,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Pseudomonas aeruginosa 27873 - PID25,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID11289,p3-HID138,Human,Alar crease,LK500,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Enterobacter cloacae - PID17,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID11290,p3-HID138,Human,Alar crease,LK500,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Klebsiella oxytoca - PID21,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID11291,p3-HID138,Human,Alar crease,LK500,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Citrobacter freundii - PID22,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID11292,p3-HID138,Human,Alar crease,LK500,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Proteus vulgaris - PID24,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID11293,p3-HID138,Human,Alar crease,LK500,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Serratia marcescens 8055 - PID31,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID11294,p3-HID138,Human,Alar crease,LK500,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Acinetobacter baumannii - PID42,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID11295,p3-HID138,Human,Alar crease,LK500,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Cryptococcus neoformans (H99) - PID49,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID11296,p3-HID138,Human,Alar crease,LK500,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Candida albicans (K1) - PID39,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID11297,p3-HID138,Human,Alar crease,LK500,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Candida sp. - PID36,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID11298,p3-HID138,Human,Alar crease,LK500,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Trichosporon asahii - PID56,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID11299,p3-HID138,Human,Alar crease,LK500,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Metarhizium sp. - PID43,no,no,,Media: BHI + 0.1% Tween 80,-1,no data,-1
BID11300,p3-HID138,Human,Alar crease,LK500,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Trichoderma sp. - PID44,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID11301,p3-HID138,Human,Alar crease,LK500,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Aspergillus flavus - PID14,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID11350,p3-HID132,Human,Occiput,LK504,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Staphylococcus aureus (MRSA) - PID40,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID11351,p3-HID132,Human,Occiput,LK504,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Bacillus cereus - PID30,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID11352,p3-HID132,Human,Occiput,LK504,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Bacillus subtilis - PID29,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID11353,p3-HID132,Human,Occiput,LK504,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Mycobacterium smegmatis - PID1,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID11354,p3-HID132,Human,Occiput,LK504,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Norcardia corynebacteroides - PID5,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID11355,p3-HID132,Human,Occiput,LK504,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Staphylococcus epidermidis - PID18,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID11356,p3-HID132,Human,Occiput,LK504,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Micrococcus luteus - PID19,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID11357,p3-HID132,Human,Occiput,LK504,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Enterococcus faecalis - PID41,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID11358,p3-HID132,Human,Occiput,LK504,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Escherichia coli - PID37,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID11359,p3-HID132,Human,Occiput,LK504,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Pseudomonas aeruginosa (PAO1) - PID38,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID11360,p3-HID132,Human,Occiput,LK504,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Pseudomonas aeruginosa 27873 - PID25,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID11361,p3-HID132,Human,Occiput,LK504,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Enterobacter cloacae - PID17,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID11362,p3-HID132,Human,Occiput,LK504,Brain Heart Infusion,2020-01-30,2020-02-05,MR,Cell,Klebsiella oxytoca - PID21,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
