BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0000092	BGC0000092	Micromonospora megalomicea subsp. nigra megalomicin biosynthetic gene cluster, partial sequence	T1PKS	PKSI	Micromonospora megalomicea subsp. nigra	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
BGC0000093	BGC0000093	Streptomyces nanchangensis strain NS3226 meilingmycin biosynthetic gene cluster, partial sequence	T1PKS	PKSI	Streptomyces nanchangensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000094	BGC0000094	Streptomyces venezuelae methymycin/pikromycin polyketide synthase gene cluster, complete sequence	T1PKS	PKSI	Streptomyces venezuelae	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000096	BGC0000096	Midecamycin biosynthetic gene cluster	T1PKS	PKSI	Streptomyces mycarofaciens	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000097	BGC0000097	Streptomyces sp. MP39-85 putative lipoprotein and hypothetical protein genes, complete cds; and ML-449 biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces sp. MP39-85	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000098	BGC0000098	Monascus pilosus monacolin K biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Monascus pilosus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Monascus
BGC0000099	BGC0000099	Penicillium marneffei strain PM1 putative polyketide synthase PKS3 gene, complete cds	T1PKS	PKSI	Talaromyces marneffei	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces sect. Talaromyces
BGC0000100	BGC0000100	Streptomyces cinnamonensis polyether antibiotic monensin biosynthesis gene cluster, partial sequence	T1PKS	PKSI	Streptomyces virginiae	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000102	BGC0000102	Micromonospora griseorubida gene cluster for the polyketide macrolide mycinamicin, partial and comeplete cds	T1PKS	PKSI	Micromonospora griseorubida	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
BGC0000103	BGC0000103	Mycobacterium ulcerans plasmid pMUM001, complete plasmid genome	T1PKS	PKSI	Mycobacterium ulcerans Agy99	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
BGC0000104	BGC0000104	Penicillium brevicompactum mycophenolic acid biosynthesis gene cluster, complete sequence	T1PKS	PKSI	Penicillium brevicompactum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0000105	BGC0000105	Streptomyces nanchangensis NS3226 polyether ionophore nanchangmycin biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces nanchangensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000106	BGC0000106	Streptomyces sp. CS naphthomycin biosynthetic gene cluster, partial sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces sp. CS	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000107	BGC0000107	TPA_asm: Aspergillus nidulans FGSC A4 chromosome II	T1PKS	PKSI	Aspergillus nidulans FGSC A4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Nidulantes
BGC0000108	BGC0000108	Streptomyces chattanoogensis strain L10 natamycin biosynthetic gene cluster, partial sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces chattanoogensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000109	BGC0000109	Streptomyces cyaneogriseus subsp. noncyanogenus gene cluster (nemR, nemG, nemF, nemA1-1, nemA1-2, nemA2, nemC, nemD, nemE, nemA3, nemA4, orf1), complete cds	T1PKS	PKSI	Streptomyces cyaneogriseus subsp. noncyanogenus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000110	BGC0000110	Streptomyces orinoci neoaureothin biosynthetic gene cluster	T1PKS	PKSI	Streptomyces orinoci	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000111	BGC0000111	Streptomyces carzinostaticus DNA, biosynthetic gene cluster for antitumor antibiotic Neocarzilin, complete and partial cds	T1PKS	PKSI	Streptomyces carzinostaticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000112	BGC0000112	Streptomyces carzinostaticus subsp. neocarzinostaticus neocarzinostatin biosynthetic locus, complete sequence	butyrolactone.T1PKS	Others	Streptomyces carzinostaticus subsp. neocarzinostaticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000113	BGC0000113	Streptomyces caelestis cytochrome P-450 hydroxylase homolog (nidi) gene, partial cds; polyketide synthase modules 1 through 7 (nidA) genes, complete cds; and N-methyltransferase homolog gene, partial cds	T1PKS	PKSI	Streptomyces caelestis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000114	BGC0000114	Streptomyces violaceusniger strain DSM 4137 polyether nigericin biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces violaceusniger	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces violaceusniger group
BGC0000115	BGC0000115	Streptomyces noursei ATCC 11455 nystatin biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces noursei ATCC 11455	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000116	BGC0000116	Pseudonocardia autotrophica strain KCTC9441 polyene biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Pseudonocardia autotrophica	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
BGC0000117	BGC0000117	Streptomyces avermitilis oligomycin biosynthetic gene cluster	T1PKS	PKSI	Streptomyces avermitilis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000118	BGC0000118	Streptomyces pactum pactamycin biosynthetic gene cluster, partial and complete cds, strain: NBRC 13433	PKS-like.arylpolyene.T1PKS	Others	Streptomyces pactum	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000119	BGC0000119	Streptomyces pactum strain ATCC 27456 pactamycin biosynthetic gene cluster, partial sequence	PKS-like.arylpolyene.T1PKS	Others	Streptomyces pactum	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000120	BGC0000120	Penicillium expansum strain NRRL 35695 patulin biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Penicillium expansum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0000121	BGC0000121	Pestalotiopsis fici strain CGMCC3.15140 pestheic acid biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Pestalotiopsis fici	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Pestalotiopsis
BGC0000122	BGC0000122	Nannocystis pusilla strain B150 phenylnannolone gene cluster, partial sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Nannocystis pusilla	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystineae,Nannocystaceae,Nannocystis
BGC0000123	BGC0000123	Streptomyces sp. HK803 PlmR5 (plmR5), PlmR4 (plmR4), PlmR3 (plmR3), PlmR2 (plmR2), Plm8 (plm8), Plm4 (plm4), Plm5 (plm5), Plm6 (plm6), Plm7 (plm7), PlmT8 (plmT8), PlmT7 (plmT7), PlmT6 (plmT6), PlmT5 (plmT5), PlmT4 (plmT4), PlmT3 (plmT3), PlmT2 (plmT2), PlmT1 (plmT1), Plm1 (plm1), Plm2-3 (plm2-3), PlmJK (plmJK), PlmL (plmL), ChcA (chcA), PlmM (plmM), PlmR1 (plmR1), PlmI (plmI), PlmS2 (plmS2), PlmS3 (plmS3), and PlmS4 (plmS4) genes, complete cds	T1PKS	PKSI	Streptomyces sp. HK803	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000124	BGC0000124	Streptomyces piomogenus piericidin A1 gene cluster, partial sequence	T1PKS	PKSI	Streptomyces piomogenus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000125	BGC0000125	Streptomyces natalensis pimaricin biosynthetic gene cluster	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces natalensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000126	BGC0000126	Streptomyces platensis pldAI, pldAII, pldAIII, pldAIV, pldB, pldC, pldD, pldR gene cluster, complete cds, strain: Mer-11107	T1PKS	PKSI	Streptomyces platensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000127	BGC0000127	Pseudomonas fluorescens strain Pf-5 pyoluteorin biosynthetic gene cluster, partial sequence	T1PKS	PKSI	Pseudomonas protegens Pf-5	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000128	BGC0000128	Pseudomonas sp. M18 pyoluteorin biosynthetic and ABC transporter gene cluster, partial sequence	T1PKS	PKSI	Pseudomonas sp. M18	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000129	BGC0000129	Aspergillus fumigatus Af293 chromosome 6, whole genome shotgun sequence	T1PKS	PKSI	Aspergillus fumigatus Af293	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Fumigati
BGC0000130	BGC0000130	Streptomyces vitaminophilus ATCC 31673 pyrrolomycin biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces vitaminophilus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000131	BGC0000131	Streptomyces sp. UC 11065 pyrrolomycin biosynthetic gene cluster, partial sequence		Others	Streptomyces sp. UC 11065	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000132	BGC0000132	Streptomyces sp. UC 11065 pyrrolomycin biosynthetic gene cluster, partial sequence	T1PKS	PKSI	Streptomyces sp. UC 11065	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000133	BGC0000133	Amycolatopsis orientalis quartromicin biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Amycolatopsis orientalis	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
BGC0000134	BGC0000134	Pochonia chlamydosporia strain ATCC 16683 radicicol gene cluster, partial sequence	T1PKS	PKSI	Pochonia chlamydosporia	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Pochonia
BGC0000135	BGC0000135	Streptomyces sp. SN-593 DNA, reveromycin biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces sp. SN-593	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000136	BGC0000136	Amycolatopsis mediterranei rifamycin biosynthetic gene cluster	NRPS-like.T1PKS	PKS-NRP_Hybrids	Amycolatopsis mediterranei S699	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
BGC0000137	BGC0000137	Salinispora arenicola CNS-205, complete genome	NRPS-like.T1PKS	PKS-NRP_Hybrids	Salinispora arenicola CNS-205	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora
BGC0000138	BGC0000138	Streptomyces diastaticus polyketide rim gene cluster, partial sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces diastaticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces diastaticus group
BGC0000140	BGC0000140	Streptomyces sp. 88-682 putative dipeptidyl aminopeptidase gene, complete cds; tetronate RK-682 biosynthetic gene cluster, complete sequence; and putative beta-lactamase domain-containing protein gene, complete cds	T1PKS	PKSI	Streptomyces sp. 88-682	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000141	BGC0000141	Streptomyces achromogenes subsp. rubradiris complete rubradirin gene cluster, strain NRRL 3061	T1PKS.NRPS-like.aminocoumarin	Others	Streptomyces rubradiris	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000142	BGC0000142	Salinispora tropica CNB-440, complete genome	T1PKS.RRE-containing	Others	Salinispora tropica CNB-440	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora
BGC0000143	BGC0000143	Streptomyces albus strain CCM4719 salinomycin biosynthetic gene cluster, partial sequence	T1PKS	PKSI	Streptomyces albus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000144	BGC0000144	Streptomyces albus strain XM211 polyether ionophore salinomycin biosynthetic gene cluster, complete sequence and flanking region	butyrolactone.T1PKS	Others	Streptomyces albus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000145	BGC0000145	Salinispora tropica strain CNB-476 salinosporamide A biosynthetic gene cluster, partial sequence	NRPS-like.T1PKS.transAT-PKS-like	PKS-NRP_Hybrids	Salinispora tropica	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora
BGC0000146	BGC0000146	Alternaria solani solanapyrone biosynthetic gene cluster (sol6, sol5, sol4, sol3, sol2, sol1), complete cds	T1PKS	PKSI	Alternaria solani	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Porri
BGC0000147	BGC0000147	Sorangium cellulosum acyl-CoA dehydrogenase (sorE), beta-hydroxybutyryl-CoA dehydrogenase (sorD), putative methoxymalonyl-CoA synthase (sorC), reductase (sorR), soraphen polyketide synthase A (sorA), soraphen polyketide synthase B (sorB), O-methyltransferase (sorM), beta-mannanase, and xylanse-arabinofuranosidase bifunctional enzyme genes, complete cds; and unknown genes	T1PKS	PKSI	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000148	BGC0000148	Saccharopolyspora spinosa probable lysR-type transcriptional regulator, probable keto acyl reductase, spinosad biosynthetic gene cluster, complete sequence, and probable exodeoxyribonuclease V genes, complete cds; and unknown gene	T1PKS	PKSI	Saccharopolyspora spinosa	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora
BGC0000149	BGC0000149	Polyangium cellulosum spirangien biosynthetic gene cluster, strain So ce90	T1PKS	PKSI	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000150	BGC0000150	Salinispora tropica CNB-440, complete genome	NRPS-like.T1PKS	PKS-NRP_Hybrids	Salinispora tropica CNB-440	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora
BGC0000151	BGC0000151	Streptomyces ambofaciens ATCC 23877 right chromosomal arm	T1PKS	PKSI	Streptomyces ambofaciens ATCC 23877	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000152	BGC0000152	Emericella nidulans sterigmatocystin biosynthetic gene cluster: (stcA), (stcB), (stcC), (stcE), (aflR), (stcF), (stcI), (stcJ), (stcK), (stcL), (stcO), (stcQ), (stcS), (stcT), (stcU), (stcV) and (stcW) genes, complete cds	T1PKS	PKSI	Aspergillus nidulans	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Nidulantes
BGC0000153	BGC0000153	Stigmatella aurantiaca ORF8, ORF7, ORF6, ORF5, ORF4, ORF3, ORF2, ORF1, stiA gene, stiB gene, stiC gene, stiD gene, stiE gene, stiF gene, stiG gene, stiH gene, stiJ gene, stiK gene, stiL gene and ORF9	T1PKS	PKSI	Stigmatella aurantiaca Sg a15	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Stigmatella
BGC0000154	BGC0000154	Talaromyces stipitatus ATCC 10500 scf_1105507295555 genomic scaffold, whole genome shotgun sequence	T1PKS	PKSI	Talaromyces stipitatus ATCC 10500	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces sect. Talaromyces
BGC0000156	BGC0000156	Aspergillus niger strain ATCC 1015 TAN-1612 biosynthetic gene cluster, partial sequence	T1PKS	PKSI	Aspergillus niger	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0000157	BGC0000157	Streptomyces sp. CK4412 tautomycetin biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces sp. CK4412	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000158	BGC0000158	Streptomyces griseochromogenes tautomycetin biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces griseochromogenes	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000159	BGC0000159	Streptomyces spiroverticillatus conserved hypothetical protein, hypothetical proteins, putative dehydrogenase, putative MOSC ferredoxin--oxidoreductase, and hypothetical protein genes, complete cds; tautomycin gene cluster, complete sequence; and hypothetical protein genes, complete cds	T1PKS	PKSI	Streptomyces spiroverticillatus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000160	BGC0000160	Aspergillus terreus NIH2624 scaffold_9 genomic scaffold, whole genome shotgun sequence	T1PKS	PKSI	Aspergillus terreus NIH2624	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0000161	BGC0000161	Aspergillus terreus NIH2624 scaffold_1 genomic scaffold, whole genome shotgun sequence	T1PKS	PKSI	Aspergillus terreus NIH2624	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0000162	BGC0000162	Micromonospora chalcea tetrocarcin A gene cluster, complete sequence	T1PKS	PKSI	Micromonospora chalcea	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
BGC0000163	BGC0000163	Streptomyces longisporoflavus strain NCIMB 11426 putative ABC transporter permease protein gene, partial cds; putative ABC transporter permease protein, conserved hypothetical protein, putative sugar kinase, zinc-binding dehydrogenase, integral membrane sugar transport protein, putative ABC transporter permease protein, putative multiple sugar ABC transporter solute-binding protein, DeoR family transcriptional regulator, putative secreted protein, hypothetical protein, 6-phosphogluconate 1-dehydrogenase, conserved hypothetical protein, periplasmic beta-glucosidase, hypothetical proteins, putative phosphoesterase, and hypothetical protein genes, complete cds; and tetronasin biosynthesis gene cluster, complete sequence	T1PKS	PKSI	Streptomyces longisporoflavus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000164	BGC0000164	Streptomyces sp. NRRL 11266 tetronomycin biosynthetic gene cluster, partial and complete cds	T1PKS	PKSI	Streptomyces sp. NRRL 11266	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000165	BGC0000165	Dactylosporangium aurantiacum subsp. hamdenensis strain NRRL 18085 tiacumicin biosynthesis gene cluster, genomic sequence	PKS-like.T1PKS	PKSother	Dactylosporangium aurantiacum subsp. hamdenensis	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Dactylosporangium
BGC0000166	BGC0000166	Streptomyces fradiae tylactone synthase, starter module and modules 1-7, (tylG) gene, complete cds	T1PKS	PKSI	Streptomyces fradiae	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
