Supplementary Table 4. Quality assessment and taxonomic classification of the prokaryotic Skin Microbial Genome Catalogue																	
identifier	genome_size	N50	completeness	contamination	5S_rRNA	LSU_rRNA_bacteria	SSU_rRNA_bacteria	Numb_tRNAs	gtdb_domain	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species	novelty	Sample
SMGC_483	1712068	7820	84.58	1.06	0	0	0	5	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mutans	Known	SAMPLE_2771
SMGC_484	3040947	48052	99.93	0.05	0	0	0	19	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Psychrobacter	s__Psychrobacter sp000213615	Known	SAMPLE_2771
SMGC_485	1879271	3606	63.4	1.72	0	0	0	13	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia	s__Pauljensenia odontolyticus_A	Known	SAMPLE_2771
SMGC_486	2056878	5701	92	1.53	0	0	0	16	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	g__F0332	s__F0332 sp000466165	Known	SAMPLE_2771
SMGC_487	5132122	74315	99.45	0.46	0	0	0	20	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Mycobacteriales	f__Mycobacteriaceae	g__Gordonia	s__Gordonia bronchialis	Known	SAMPLE_2771
SMGC_488	2463298	50601	97.78	0	94.96	0	0	17	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	g__Rothia	s__Rothia kristinae	Known	SAMPLE_2771
SMGC_489	986225	2385	60.87	2.74	93.28	0	0	6	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Haemophilus	s__Haemophilus sp002998595	Known	SAMPLE_2771
SMGC_490	1903300	4789	85.96	1.11	95.8	99.62	79.71	17	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	g__Rothia	s__Rothia dentocariosa	Known	SAMPLE_2771
SMGC_491	1000973	2525	50.29	1.54	94.12	10.91	0	4	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Granulicatella	s__Granulicatella adiacens	Known	SAMPLE_2771
SMGC_492	2415440	4004	60.35	3.08	88.24	8.58	0	13	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces	s__Actinomyces massiliensis	Known	SAMPLE_2771
SMGC_493	1294666	16166	72.6	0	0	0	0	19	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__	s__	Novel	SAMPLE_2776
SMGC_494	4268186	8877	95.68	1.91	0	0	23.55	16	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	s__Stenotrophomonas maltophilia	Known	SAMPLE_2776
SMGC_495	2770534	3315	87.25	3.46	0	0	0	14	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Psychrobacter	s__Psychrobacter sp001652315	Known	SAMPLE_2777
SMGC_496	2686383	11884	94.78	0.56	0	0	0	10	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter fasciculus	Known	SAMPLE_2777
SMGC_497	4140591	13835	71.03	0	0	0	0	12	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	s__	Novel	SAMPLE_2777
SMGC_498	1073982	4530	54.66	1.12	0	0	0	8	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Tissierellales	f__Helcococcaceae	g__Anaerococcus	s__	Novel	SAMPLE_2779
SMGC_499	1127218	2454	60.33	1.22	0	0	0	4	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Tissierellales	f__Helcococcaceae	g__Anaerococcus	s__	Novel	SAMPLE_2779
SMGC_500	1627398	83522	96.34	0.02	93.28	0	0	17	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Tissierellales	f__Helcococcaceae	g__Anaerococcus	s__	Known	SAMPLE_2779
SMGC_501	2479753	8534	95.55	1.84	0	0	0	6	d__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Salinicoccaceae	g__Salinicoccus	s__Salinicoccus qingdaonensis	Known	SAMPLE_2782
SMGC_502	1200961	4663	51.79	0	0	0	0	4	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium prausnitzii_G	Known	SAMPLE_2782
SMGC_503	1841154	8410	77.42	2.27	0	0	0	7	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Basfia	s__	Novel	SAMPLE_2782
SMGC_504	3936508	21868	97.7	0	0	0	0	15	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A wexlerae	Known	SAMPLE_2782
SMGC_505	1842618	45171	96.2	0.49	0	0	0	18	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	g__Gulosibacter	s__	Novel	SAMPLE_2782
SMGC_506	5054830	117652	99.64	0.36	0	0	0	20	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Xanthomonas	s__Xanthomonas campestris	Known	SAMPLE_2782
SMGC_507	2211511	82928	100	0.45	0	0	0	19	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium jeikeium_A	Known	SAMPLE_2782
SMGC_508	1895996	65823	99.33	1.01	92.44	0	0	18	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Ruminococcus_E	s__Ruminococcus_E bromii_B	Known	SAMPLE_2782
SMGC_509	2403263	3330	77.96	4.11	94.96	7.86	0	14	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	g__Micrococcus	s__	Novel	SAMPLE_2782
SMGC_510	1825438	151661	95.97	0	91.6	10.63	0	19	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__CAG-217	s__CAG-217 sp000436335	Known	SAMPLE_2782
SMGC_511	5075729	92123	99.25	0.75	0	0	0	20	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides_B	s__Bacteroides_B dorei	Known	SAMPLE_2782
SMGC_512	3835188	16743	97	3.93	0	0	0	19	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp000980895	Known	SAMPLE_2782
SMGC_513	3322758	152048	100	0	0	0	0	20	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes finegoldii	Known	SAMPLE_2782
SMGC_514	1489339	25883	95.5	0.45	0	0	0	20	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium vaginale_A	Known	SAMPLE_2783
SMGC_515	1002844	2751	54.37	1.51	0	0	0	4	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus pseudopneumoniae_O	Known	SAMPLE_2783
SMGC_516	766100	2139	56.32	1.09	0	0	0	2	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__QFNR01	s__	Novel	SAMPLE_2783
SMGC_517	1469192	16618	96.42	0	0	0	0	18	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Megasphaeraceae	g__28L	s__28L sp000177555	Known	SAMPLE_2783
SMGC_518	2077517	3901	52.41	2.05	0	0	0	10	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Massilia	s__Massilia alkalitolerans	Known	SAMPLE_2783
SMGC_519	5091667	13737	93.29	4.2	0	0	0	15	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Neorhizobium	s__	Known	SAMPLE_2783
SMGC_520	5231987	17543	94.93	2.4	0	0	0	19	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium yanoikuyae	Known	SAMPLE_2783
SMGC_521	4488292	11070	94.31	2.59	0	0	0	13	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea septica	Known	SAMPLE_2783
SMGC_522	1869021	35619	98.99	0.78	0	0	0	14	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus gasseri	Known	SAMPLE_2784
SMGC_523	2073386	85990	95.47	0	0	0	0	14	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__	Novel	SAMPLE_2784
SMGC_524	3710208	37144	97.34	1.67	0	0	0	18	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__	Novel	SAMPLE_2784
SMGC_525	2108539	54441	95.04	0.29	0	0	0	18	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	g__Pseudoglutamicibacter	s__Pseudoglutamicibacter albus	Known	SAMPLE_2784
SMGC_526	1449925	15604	77.66	0	0	0	0	20	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Saccharofermentanales	f__Fastidiosipilaceae	g__Fastidiosipila	s__Fastidiosipila sanguinis	Known	SAMPLE_2784
SMGC_527	1652489	122837	100	0	0	0	0	20	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium vaginale	Known	SAMPLE_2784
SMGC_528	3904809	25659	98.56	0.3	0	0	0	18	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paracoccus	s__Paracoccus yeei	Known	SAMPLE_2784
SMGC_529	2014134	13664	93.18	0.58	0	0	0	19	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	g__	s__	Novel	SAMPLE_2784
SMGC_530	1592023	2228	70.59	1.23	0	0	0	12	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Cloacibacterium	s__	Novel	SAMPLE_2785
SMGC_531	2386930	34579	92.34	1.03	0	0	0	11	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__	Known	SAMPLE_2785
SMGC_532	2760202	39881	99.14	1.1	0	0	0	8	d__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus simulans_B	Known	SAMPLE_2786
SMGC_533	5068230	2578	79.14	3.41	0	5.44	0	15	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__COE1	s__COE1 sp000403215	Known	SAMPLE_2786
SMGC_534	1953838	13049	89.96	3.21	0	0	0	5	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus gordonii	Known	SAMPLE_2786
SMGC_535	1306870	2386	70.85	1.82	0	0	0	12	d__Bacteria	p__Deferribacterota	c__Deferribacteres	o__Deferribacterales	f__Mucispirillaceae	g__Mucispirillum	s__Mucispirillum schaedleri	Known	SAMPLE_2786
SMGC_536	2267074	14789	79.87	0.75	0	0	0	15	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__	Known	SAMPLE_2787
SMGC_537	1154258	3178	62.73	1.29	0	0	0	2	d__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Salinicoccaceae	g__Aliicoccus	s__Aliicoccus persicus	Known	SAMPLE_2787
SMGC_538	2038693	21105	99.03	0.09	0	0	0	16	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus crispatus	Known	SAMPLE_2788
SMGC_539	2162589	68239	97.67	0.22	93.28	0	0	20	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	g__Rothia	s__Rothia mucilaginosa	Known	SAMPLE_2788
SMGC_540	1670566	4720	83.08	2.81	0	0	0	6	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__	Novel	SAMPLE_2788
SMGC_541	1729007	7289	94.03	2.25	0	0	0	11	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_Y	Known	SAMPLE_2788
SMGC_542	2984599	14602	93.64	1.1	94.96	0	60.47	19	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella copri	Known	SAMPLE_2790
SMGC_543	2815658	49951	99.67	0.07	94.12	7.28	0	20	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	g__Rothia	s__	Known	SAMPLE_2790
SMGC_544	2492993	6964	97.44	0.43	0	0	0	20	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria	s__Neisseria sp000227275	Known	SAMPLE_2790
SMGC_545	3009601	82668	99.46	0	0	0	0	20	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Dermatophilaceae	g__Dermacoccus	s__Dermacoccus nishinomiyaensis	Known	SAMPLE_2791
SMGC_546	2493144	4298	59.38	0.02	0	0	0	14	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__	Novel	SAMPLE_2791
SMGC_547	1491579	3849	50.91	1.27	0	0	0	14	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__	Novel	SAMPLE_2791
SMGC_548	4232962	169717	99.29	0	0	0	0	20	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__	Novel	SAMPLE_2791
SMGC_549	3672498	94057	99.46	0.85	0	0	0	20	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__	s__	Novel	SAMPLE_2791
SMGC_550	870518	92987	64.51	1.85	0	5.13	0	20	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__Saccharimonadaceae	g__	s__	Novel	SAMPLE_2791
SMGC_551	1882546	11460	91.95	0	0	0	0	20	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Deinococcaceae	g__Deinococcus	s__	Known	SAMPLE_2792
SMGC_552	1435477	31602	92	0.34	0	0	0	13	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Leuconostoc	s__Leuconostoc lactis_B	Known	SAMPLE_2793
SMGC_553	2210308	2465	83.13	2.87	0	0	0	6	d__Bacteria	p__Firmicutes	c__Bacilli	o__Exiguobacterales	f__Exiguobacteraceae	g__Exiguobacterium_A	s__Exiguobacterium_A indicum	Known	SAMPLE_2793
SMGC_554	1789238	2123	61.1	3.24	0	0	0	14	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Dermatophilaceae	g__Kytococcus	s__	Novel	SAMPLE_2793
SMGC_555	2033978	16653	94.81	1.6	0	0	0	14	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria	s__Neisseria subflava_A	Known	SAMPLE_2793
SMGC_556	1743632	7525	68.76	0	0	0	0	3	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium sp001807205	Known	SAMPLE_2793
SMGC_557	4095353	14000	92.91	2.47	94.96	12.24	0	19	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Hyphomicrobium	s__	Novel	SAMPLE_2793
SMGC_558	2902883	3131	82.67	3.31	0	0	0	18	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__	Novel	SAMPLE_2793
SMGC_559	4447103	6202	94.57	4.09	0	0	0	18	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E fulva	Known	SAMPLE_2793
SMGC_560	2911840	8518	93.79	1.06	0	0	0	19	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Deinococcaceae	g__Deinococcus	s__Deinococcus wulumuqiensis	Known	SAMPLE_2793
SMGC_561	1024871	4056	60.94	1.1	0	0	0	4	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__F0422	s__	Novel	SAMPLE_2793
SMGC_562	2183915	3672	70.11	1.47	94.96	7.9	0	12	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	g__Micrococcus	s__	Novel	SAMPLE_2793
SMGC_563	2223337	52536	91.64	0.88	0	0	0	11	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium sp001831515	Known	SAMPLE_2793
SMGC_564	2082278	4237	57.89	0	0	0	0	9	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	g__Microbacterium	s__	Novel	SAMPLE_2793
SMGC_565	1999589	2983	55.57	1.93	0	0	0	10	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Deinococcaceae	g__Deinococcus	s__	Novel	SAMPLE_2793
SMGC_566	902702	4737	52.44	2.86	0	22.91	20.48	18	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__Saccharimonadaceae	g__Saccharimonas	s__	Novel	SAMPLE_2793
SMGC_567	2313116	44614	100	1.02	0	0	0	15	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium_D	s__Chryseobacterium_D taklimakanense	Known	SAMPLE_2793
SMGC_568	1881225	2278	75.12	3.22	0	0	0	11	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia	s__Pauljensenia hongkongensis	Known	SAMPLE_2800
SMGC_569	2486268	13870	95.2	0.88	0	0	0	10	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Kurthia	s__Kurthia sp001534765	Known	SAMPLE_2800
SMGC_570	2885037	3248	54.41	2.72	0	0	0	14	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Mycobacteriales	f__Mycobacteriaceae	g__Williamsia_A	s__	Novel	SAMPLE_2800
SMGC_571	4935360	36998	100	0	91.6	19.52	0	18	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Aeromonadaceae	g__Aeromonas	s__Aeromonas caviae	Known	SAMPLE_2800
SMGC_572	3722185	5026	79.36	2.77	0	0	0	10	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Shewanellaceae	g__Shewanella	s__Shewanella bicestrii	Known	SAMPLE_2800
SMGC_573	1675462	2823	67.48	1.66	95.8	0	0	12	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	g__Rothia	s__Rothia aeria	Known	SAMPLE_2800
SMGC_574	4495708	78432	99.04	0.51	0	0	0	20	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides distasonis	Known	SAMPLE_2802
SMGC_575	4186874	47143	93.06	0	0	0	0	17	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides fragilis	Known	SAMPLE_2802
SMGC_576	1040971	2630	69.27	1.53	0	0	0	12	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__CAG-521	s__	Novel	SAMPLE_2802
SMGC_577	1891119	4757	51.75	1.75	0	0	0	8	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__Roseburia intestinalis	Known	SAMPLE_2802
SMGC_578	2070971	23990	97.32	0	94.12	10.6	0	19	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus_C	s__Ruminococcus_C sp000433635	Known	SAMPLE_2802
SMGC_579	1403403	10522	87.47	0.27	0	0	0	14	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__F0422	s__F0422 sp001553345	Known	SAMPLE_2802
SMGC_580	1884478	1849	52.2	2.15	0	0	0	13	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Propionibacteriaceae	g__Pseudopropionibacterium	s__	Novel	SAMPLE_2802
SMGC_581	5590508	35884	93.88	0.59	94.96	0	0	18	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	Novel	SAMPLE_2802
SMGC_582	2210807	14481	94.83	0	0	0	0	13	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Faecalicatena	s__Faecalicatena torques	Known	SAMPLE_2802
SMGC_583	4978671	3062	57.41	1.97	0	0	0	9	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__Mycobacterium gordonae	Known	SAMPLE_2805
SMGC_584	3894009	2279	74.45	4.04	0	0	0	18	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Agrobacterium	s__	Novel	SAMPLE_2805
SMGC_585	3825024	77861	98.83	0.71	0	0	0	20	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__	Novel	SAMPLE_2806
SMGC_586	2455742	3707	83.96	3.3	95.8	11.38	21.66	16	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Micavibrionales	f__UBA2020	g__UBA2020	s__	Novel	SAMPLE_2806
SMGC_587	2499662	37732	96.42	0.34	0	0	0	20	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	g__Microbacterium	s__	Novel	SAMPLE_2806
SMGC_588	1603396	1728	50.21	1.99	89.92	0	0	9	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Micavibrionales	f__Micavibrionaceae	g__Micavibrio_B	s__	Novel	SAMPLE_2806
SMGC_589	6422199	45002	89.84	1.9	92.44	0	0	17	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__	Novel	SAMPLE_2806
SMGC_590	2196890	4110	83.8	1.08	0	0	0	19	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Dermatophilaceae	g__Kytococcus	s__Kytococcus sedentarius	Known	SAMPLE_2806
SMGC_591	2164921	60451	97.72	0.22	0	0	0	16	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium falsenii_A	Known	SAMPLE_2806
SMGC_592	4655083	43118	97.94	1.2	0	0	0	19	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	s__Stenotrophomonas sp003248565	Known	SAMPLE_2806
SMGC_593	3042044	3499	69.48	1.29	0	87.76	72.8	9	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Shewanellaceae	g__Shewanella	s__Shewanella xiamenensis	Known	SAMPLE_2806
SMGC_594	3325243	5958	93.19	3.3	0	0	0	17	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Comamonas	s__Comamonas aquatica	Known	SAMPLE_2806
SMGC_595	4438665	2877	66.03	3.82	0	0	0	15	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Massilia	s__	Novel	SAMPLE_2806
SMGC_596	1896614	2798	50.47	0.86	94.96	0	0	2	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter schindleri	Known	SAMPLE_2806
SMGC_597	5780080	28449	59.65	0	0	0	0	18	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E sp001320525	Known	SAMPLE_2806
SMGC_598	2614168	9188	93.87	2.33	0	0	8.68	18	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Pseudoxanthomonas_B	s__Pseudoxanthomonas_B suwonensis	Known	SAMPLE_2808
SMGC_599	2431384	15700	93.62	1.17	0	0	0	15	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Dermabacteraceae	g__	s__	Novel	SAMPLE_2808
SMGC_600	2093443	19297	97.87	0.09	0	0	0	8	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus dysgalactiae	Known	SAMPLE_2809
SMGC_601	2282408	2475	52.42	0	0	0	0	6	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__	Novel	SAMPLE_2809
SMGC_602	1439355	60271	100	0	0	0	70.65	20	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Fannyhessea	s__Fannyhessea vaginae	Known	SAMPLE_2811
SMGC_603	961215	5823	55.81	1.44	0	0	0	6	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Tissierellales	f__Helcococcaceae	g__Anaerococcus	s__Anaerococcus prevotii_A	Known	SAMPLE_2811
