Source_Name,Strain_ID,Other_ID,Host_ID,Host_Category,Location,bioassay completed(Y/N),included in bioassay analysis (Y/N),genome sequenced (Y/N),genome dereplicated,Genus,species,Taxonomy_Notes,,Initial_Isolation_Date,Isolation_Method,Isolation_Media,Pure_Culture_Media,Isolation_Notes,Analysis_Type,spacer_2,Cryo_Storage_Date,Cryo_Storage_Type,Cryo_Storage_Creator,Freezer_Number,Rack_Number,Box_Number,Vial_Position,Storage_Notes,spacer_1,PMID,DOI,Notes,Record_Date,Record_Creator
Skin Microbiome Study,LK1128,p3-SID1508,KHID140,Healthy Skin,Volar forearm,Y,Y,Y,Y,Dermacoccus,nishinomiyaensis,GTDB-tk by RS on 3/9/22,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-10,,SAS,,,14,80,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1063,p3-SID1899,KHID147,Healthy Skin,Back,Y,Y,N,N,Dietzia,,,,2019-09-17,10^0,B,BHI + Tween,,,,2019-11-27,,SAS,,,14,15,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK823,p3-SID1258,KHID88,Healthy Skin,Toe web space,Y,Y,N,N,Dietzia,,,,2019-09-19,10^0,BD,BHI,,,,2019-10-28,,SAS,,,11,18,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK826,p3-SID1299,KHID117,Healthy Skin,Antecubital fossa,Y,Y,N,N,Dietzia,,,,2019-09-19,10^0,BD,BHI,,,,2019-10-28,,SAS,,,11,21,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK844,p3-SID1207,KHID112,Healthy Skin,Alar crease,Y,Y,N,N,Dietzia,,,,2019-09-19,10^0,B,BHI,,,,2019-10-28,,SAS,,,11,39,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK845,p3-SID1329,KHID81,Healthy Skin,Alar crease,Y,Y,N,N,Dietzia,,,,2019-09-19,10^0,BD,BHI,,,,2019-10-28,,SAS,,,11,40,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK951,p3-SID1062,KHID119,Healthy Skin,Toe web space,Y,Y,Y,Y,Dietzia,cercidiphylli,GTDB-tk by RS on 3/9/22,,2019-09-19,10^0,B,BHI,,,,2019-11-21,,MR,,,12,65,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1006,p3-SID1371,KHID144,Healthy Skin,Alar crease,Y,Y,Y,Y,Dietzia,cinnamea,GTDB-tk by RS on 3/9/22,,2019-09-16,10^0,B,BHI + Tween,,,,2019-11-23,,SAS,,,13,39,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1017,p3-SID1362,KHID144,Healthy Skin,Alar crease,Y,Y,Y,N,Dietzia,cinnamea,GTDB-tk by RS on 3/9/22,,2019-09-16,10^0,B,BHI + Tween,,,,2019-11-23,,SAS,,,13,50,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1031,p3-SID1363,KHID144,Healthy Skin,Alar crease,Y,Y,Y,Y,Dietzia,cinnamea,GTDB-tk by RS on 3/9/22,,2019-09-16,10^0,B,BHI + Tween,,,,2019-11-23,,SAS,,,13,64,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1046,p3-SID1900,KHID147,Healthy Skin,Back,Y,Y,Y,Y,Dietzia,cinnamea,GTDB-tk by RS on 3/9/22,,2019-09-17,10^0,B,BHI + Tween,,,,2019-11-27,,SAS,,,13,79,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1092,p3-SID1517,KHID143,Healthy Skin,Toe web space,Y,Y,Y,Y,Dietzia,cinnamea,GTDB-tk by RS on 3/9/22,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-10,,SAS,,,14,44,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1247,p3-SID1710,KHID147,Healthy Skin,Back,Y,Y,Y,N,Dietzia,cinnamea,GTDB-tk by RS on 3/9/22,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-24,,SAS,,,16,37,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1249,p3-SID1715,KHID147,Healthy Skin,Back,Y,Y,Y,N,Dietzia,cinnamea,GTDB-tk by RS on 3/9/22,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-24,,SAS,,,16,39,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1256,p3-SID1789,KHID149,Healthy Skin,Antecubital fossa,Y,Y,Y,N,Dietzia,cinnamea,GTDB-tk by RS on 3/9/22,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-24,,SAS,,,16,46,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1266,p3-SID1762,KHID145,Healthy Skin,Nares,Y,Y,Y,N,Dietzia,cinnamea,GTDB-tk by RS on 3/9/22,,2019-09-17,10^0,B,BHI + Tween,,,,2019-12-24,,SAS,,,16,56,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1267,p3-SID1766,KHID145,Healthy Skin,Nares,Y,Y,Y,N,Dietzia,cinnamea,GTDB-tk by RS on 3/9/22,,2019-09-17,10^0,B,BHI + Tween,,,,2019-12-24,,SAS,,,16,57,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1277,p3-SID1786,KHID148,Healthy Skin,Volar forearm,Y,Y,Y,Y,Dietzia,cinnamea,GTDB-tk by RS on 3/9/22,,2019-09-17,10^0,B,BHI + Tween,,,,2019-12-24,,SAS,,,16,67,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1278,p3-SID1796,KHID149,Healthy Skin,Antecubital fossa,Y,Y,Y,Y,Dietzia,cinnamea,GTDB-tk by RS on 3/9/22,,2019-09-17,10^0,BT,BHI + Tween,,,,2019-12-24,,SAS,,,16,68,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK439,p3-SID800,KHID74,Healthy Skin,Alar crease,Y,Y,Y,Y,Dietzia,cinnamea,GTDB-tk by RS on 3/9/22,,2019-07-29,10^-1,BH,BHI,,,,2019-08-01,,IKL,,,6,39,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK639,p3-SID826,KHID76,Healthy Skin,Occiput,Y,Y,Y,Y,Dietzia,cinnamea,GTDB-tk by RS on 3/9/22,,2019-07-29,10^-1,BH,BHI,,,,2019-08-29,,IKL,,,8,77,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK984,p3-SID1378,KHID144,Healthy Skin,Alar crease,Y,Y,Y,Y,Dietzia,cinnamea,GTDB-tk by RS on 3/9/22,,2019-09-16,10^0,B,BHI + Tween,,,,2019-11-23,,SAS,,,13,17,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK949,p3-SID1051,KHID119,Healthy Skin,Toe web space,Y,Y,Y,Y,Dietzia,maris,GTDB-tk by RS on 3/9/22,,2019-09-19,10^0,BT,BHI,,,,2019-11-21,,MR,,,12,63,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK591,p3-SID886,KHID50,Healthy Skin,Alar crease,Y,Y,Y,Y,Enterobacter,hormaechei,GTDB-tk by RS on 3/9/22,,2019-07-29,10^0,BH,BHI,,,,2019-08-29,,IKL,,,8,29,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK405,p3-SID896,KHID64,Healthy Skin,Umbilicus,Y,Y,Y,Y,Enterococcus,faecalis,GTDB-tk by RS on 3/9/22,,2019-07-29,10^-2,BH,BHI,,,,2019-08-01,,IKL,,,6,5,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1139,p3-SID1634,KHID136,Healthy Skin,Alar crease,Y,Y,Y,N,Escherichia,coli,GTDB-tk by RS on 3/9/22,,2019-09-17,10^0,BT,BHI + Tween,,,,2019-12-10,,SAS,,,15,10,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1140,p3-SID1636,KHID136,Healthy Skin,Alar crease,Y,Y,Y,N,Escherichia,coli,GTDB-tk by RS on 3/9/22,,2019-09-17,10^0,BT,BHI + Tween,,,,2019-12-10,,SAS,,,15,11,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1157,p3-SID1649,KHID137,Healthy Skin,Nares,Y,Y,Y,N,Escherichia,coli,GTDB-tk by RS on 3/9/22,,2019-09-17,10^0,B,BHI + Tween,,,,2019-12-10,,SAS,,,15,28,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1198,p3-SID1674,KHID136,Healthy Skin,Alar crease,Y,Y,Y,Y,Escherichia,coli,GTDB-tk by RS on 3/9/22,,2019-09-17,10^0,B,BHI + Tween,,,,2019-12-20,,SAS,,,15,69,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1232,p3-SID1807,KHID137,Healthy Skin,Nares,Y,Y,Y,N,Escherichia,coli,GTDB-tk by RS on 3/9/22,,2019-09-17,10^0,BT,BHI + Tween,,,,2019-12-20,,SAS,,,16,22,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1054,p3-SID1431,KHID137,Healthy Skin,Nares,Y,Y,Y,Y,Gordonia,sp002009645,GTDB-tk by RS on 3/9/22,,2019-09-16,10^0,B,BHI + Tween,,,,2019-11-27,,SAS,,,14,6,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1204,p3-SID1692,KHID146,Healthy Skin,Occiput,Y,Y,Y,Y,Granulicatella,adiacens,GTDB-tk by RS on 3/9/22,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-20,,SAS,,,15,75,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1403,p3-SID2534,KHID48,Healthy Skin,Umbilicus,Y,Y,Y,N,Helcococcus,kunzii,GTDB-tk by RS on 3/9/22,,2020-02-26,10^0,B,BHI + Tween,,,,2020-03-12,,MHS,,,18,31,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK617,p3-SID713,KHID48,Healthy Skin,Umbilicus,Y,Y,Y,Y,Helcococcus,kunzii,GTDB-tk by RS on 3/9/22,,2019-07-26,10^-1,BL,BHI,,,,2019-08-29,,IKL,,,8,55,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK538,p3-SID813,KHID77,Healthy Skin,Back,Y,Y,Y,Y,Janibacter,hoylei,GTDB-tk by RS on 3/9/22,,2019-07-29,10^-1,BH,BHI,,,,2019-08-06,,IKL,,,7,57,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK679,p3-SID812,KHID77,Healthy Skin,Back,Y,Y,Y,N,Janibacter,hoylei,GTDB-tk by RS on 3/9/22,,2019-07-29,10^-1,BH,BHI,,,,2019-08-12,,IKL,,,9,36,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK500,p3-SID599,KHID58,Healthy Skin,Alar crease,Y,Y,Y,N,Klebsiella,aerogenes,GTDB-tk by RS on 3/9/22,,2019-07-26,10^-1,BL,BHI,,,,2019-08-06,,IKL,,,7,19,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK501,p3-SID600,KHID58,Healthy Skin,Alar crease,Y,Y,Y,N,Klebsiella,aerogenes,GTDB-tk by RS on 3/9/22,,2019-07-26,10^-1,BL,BHI,,,,2019-08-06,,IKL,,,7,20,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK525,p3-SID597,KHID58,Healthy Skin,Alar crease,Y,Y,Y,N,Klebsiella,aerogenes,GTDB-tk by RS on 3/9/22,,2019-07-26,10^-1,BH,BHI,,,,2019-08-06,,IKL,,,7,44,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK526,p3-SID595,KHID58,Healthy Skin,Alar crease,Y,Y,Y,N,Klebsiella,aerogenes,GTDB-tk by RS on 3/9/22,,2019-07-26,10^-1,BH,BHI,,,,2019-08-06,,IKL,,,7,45,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK527,p3-SID596,KHID58,Healthy Skin,Alar crease,Y,Y,Y,N,Klebsiella,aerogenes,GTDB-tk by RS on 3/9/22,,2019-07-26,10^-1,BH,BHI,,,,2019-08-06,,IKL,,,7,46,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK442,p3-SID701,KHID43,Healthy Skin,Nares,Y,Y,Y,N,Klebsiella,pneumoniae,GTDB-tk by RS on 3/9/22,,2019-07-26,10^-1,BL,BHI,,,,2019-08-01,,IKL,,,6,42,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK458,p3-SID663,KHID59,Healthy Skin,Nares,Y,Y,Y,N,Klebsiella,pneumoniae,GTDB-tk by RS on 3/9/22,,2019-07-26,10^-1,BL,BHI,,,,2019-08-01,,IKL,,,6,58,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK461,p3-SID621,KHID62,Healthy Skin,Volar forearm,Y,Y,N,N,Klebsiella,pneumoniae,,,2019-07-26,10^-1,BT,BHI,,,,2019-08-01,,IKL,,,6,61,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK469,p3-SID656,KHID59,Healthy Skin,Nares,Y,Y,Y,N,Klebsiella,pneumoniae,GTDB-tk by RS on 3/9/22,,2019-07-26,10^-1,BH,BHI,,,,2019-08-01,,IKL,,,6,69,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK583,p3-SID695,KHID43,Healthy Skin,Nares,Y,Y,Y,Y,Klebsiella,pneumoniae,GTDB-tk by RS on 3/9/22,,2019-07-26,10^-1,BH,BHI,,,,2019-08-06,,IKL,,,8,21,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK619,p3-SID664,KHID59,Healthy Skin,Nares,Y,Y,Y,N,Klebsiella,pneumoniae,GTDB-tk by RS on 3/9/22,,2019-07-26,10^-1,BL,BHI,,,,2019-08-29,,IKL,,,8,57,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK670,p3-SID703,KHID43,Healthy Skin,Nares,Y,Y,Y,N,Klebsiella,pneumoniae,GTDB-tk by RS on 3/9/22,,2019-07-26,10^-1,BT,BHI,,,,2019-08-12,,IKL,,,9,27,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK858,p3-SID1206,KHID104,Healthy Skin,Alar crease,Y,Y,N,N,Klebsiella,pneumoniae,,,2019-09-19,10^0,BD,BHI,,,,2019-10-28,,SAS,,,11,53,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK869,p3-SID1213,KHID104,Healthy Skin,Alar crease,Y,Y,N,N,Klebsiella,pneumoniae,,,2019-09-19,10^0,BT,BHI,,,,2019-10-28,,SAS,,,11,64,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1000,p3-SID1428,KHID134,Healthy Skin,Umbilicus,Y,Y,Y,N,Kocuria,,GTDB-tk by RS on 3/9/22,,2019-09-16,10^0,B,BHI + Tween,,,,2019-11-23,,SAS,,,13,33,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1060,p3-SID1341,KHID143,Healthy Skin,Toe web space,Y,Y,N,N,Kocuria,,16s by SAS 12/19/19,,2019-09-16,10^0,B,BHI + Tween,,,,2019-11-27,,SAS,,,14,12,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1184,p3-SID1250,KHID103,Healthy Skin,Toe web space,Y,Y,N,N,Kocuria,,,,2019-09-19,10^0,BT,BHI + Tween,,,,2019-12-16,,SAS,,,15,55,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1374,p3-SID602,KHID58,Healthy Skin,Alar crease,Y,Y,N,N,Kocuria,,16s by SAS 9/18/20 ,,2019-07-26,10^-1,BT,BHI + Tween,,,,2020-03-05,,SAS,,,18,2,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK843,p3-SID1242,KHID103,Healthy Skin,Toe web space,Y,Y,N,N,Kocuria,,,,2019-09-19,10^0,BD,BHI,,,,2019-10-28,,SAS,,,11,38,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK854,p3-SID1232,KHID111,Healthy Skin,Toe web space,Y,Y,N,N,Kocuria,,,,2019-09-19,10^0,B,BHI,,,,2019-10-28,,SAS,,,11,49,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK866,p3-SID1239,KHID103,Healthy Skin,Toe web space,Y,Y,N,N,Kocuria,,,,2019-09-19,10^0,BD,BHI,,,,2019-10-28,,SAS,,,11,61,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK960,p3-SID1433,KHID139,Healthy Skin,Back,Y,Y,Y,Y,Kocuria,,GTDB-tk by RS on 3/9/22,,2019-09-16,10^0,B,BHI + Tween,,,,2019-11-23,,SAS,,,12,74,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK572,p3-SID917,KHID68,Healthy Skin,Occiput,Y,Y,Y,Y,Kocuria,carniphila,GTDB-tk by RS on 3/9/22,,2019-07-31,10^0,BH,BHI,,,,2019-08-06,,IKL,,,8,10,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1237,p3-SID2490,KHID122,Healthy Skin,Occiput,Y,Y,Y,Y,Kocuria,marina,GTDB-tk by RS on 3/9/22,,2019-12-18,10^0,B,BHI + Tween,,,,2019-12-20,,SAS,,,16,27,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1250,p3-SID1724,KHID157,Healthy Skin,Antecubital fossa,Y,Y,Y,Y,Kocuria,marina,GTDB-tk by RS on 3/9/22,,2019-09-17,10^0,BT,BHI + Tween,,,,2019-12-24,,SAS,,,16,40,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK478,p3-SID866,KHID71,Healthy Skin,Antecubital fossa,Y,Y,Y,Y,Kocuria,marina,GTDB-tk by RS on 3/9/22,,2019-07-29,10^0,BT,BHI,,,,2019-08-01,,IKL,,,6,78,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK579,p3-SID884,KHID45,Healthy Skin,Back,Y,Y,Y,N,Kocuria,marina,GTDB-tk by RS on 3/9/22,,2019-07-29,10^0,BH,BHI,,,,2019-08-06,,IKL,,,8,17,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK698,p3-SID882,KHID45,Healthy Skin,Back,Y,Y,Y,Y,Kocuria,marina,GTDB-tk by RS on 3/9/22,,2019-07-29,10^0,BL,BHI,,,,2019-08-12,,IKL,,,9,55,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1093,p3-SID1518,KHID143,Healthy Skin,Toe web space,Y,Y,Y,Y,Kocuria,palustris,GTDB-tk by RS on 3/9/22,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-10,,SAS,,,14,45,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1246,p3-SID1704,KHID146,Healthy Skin,Occiput,Y,Y,Y,Y,Kocuria,palustris,GTDB-tk by RS on 3/9/22,,2019-09-17,10^0,B,BHI + Tween,,,,2019-12-24,,SAS,,,16,36,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1021,p3-SID1383,KHID143,Healthy Skin,Toe web space,Y,Y,Y,Y,Kocuria,rhizophila,GTDB-tk by RS on 3/9/22,,2019-09-16,10^0,BT,BHI + Tween,,,,2019-11-23,,SAS,,,13,54,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1055,p3-SID1414,KHID127,Healthy Skin,Toe web space,Y,Y,Y,Y,Kocuria,rhizophila,GTDB-tk by RS on 3/9/22,,2019-09-16,10^0,BT,BHI + Tween,,,,2019-11-27,,SAS,,,14,7,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1120,p3-SID1455,KHID124,Healthy Skin,Volar forearm,Y,Y,Y,N,Kocuria,rhizophila,GTDB-tk by RS on 3/9/22,,2019-09-16,10^0,BD,BHI + Tween,,,,2019-12-10,,SAS,,,14,72,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK934,p3-SID1135,KHID105,Healthy Skin,Nares,Y,Y,Y,Y,Kocuria,rhizophila,GTDB-tk by RS on 3/9/22,,2019-09-19,10^0,B,BHI,,,,2019-11-18,,SAS,,,12,48,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK662,p3-SID734,KHID40,Healthy Skin,Umbilicus,Y,Y,N,N,Lysinibacillus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BH,BHI,,,,2019-08-12,,IKL,,,9,19,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK664,p3-SID736,KHID40,Healthy Skin,Umbilicus,Y,Y,N,N,Lysinibacillus,,,,2019-07-26,10^-1,BH,BHI,,,,2019-08-12,,IKL,,,9,21,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK675,p3-SID805,KHID74,Healthy Skin,Alar crease,Y,Y,N,N,Lysinibacillus,,,,2019-07-29,10^-1,BT,BHI,,,,2019-08-12,,IKL,,,9,32,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK724,p3-SID834,KHID76,Healthy Skin,Occiput,Y,Y,N,N,Lysinibacillus,,16s by SAS 9/26/19,,2019-07-29,10^-1,BT,BHI,,,,2019-08-12,,IKL,,,9,81,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK666,p3-SID807,KHID74,Healthy Skin,Alar crease,Y,Y,Y,N,Lysinibacillus,capsici,GTDB-tk by RS on 3/9/22,,2019-07-29,10^-1,BT,BHI,,,,2019-08-12,,IKL,,,9,23,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK668,p3-SID809,KHID74,Healthy Skin,Alar crease,Y,Y,Y,N,Lysinibacillus,capsici,GTDB-tk by RS on 3/9/22,,2019-07-29,10^-1,BT,BHI,,,,2019-08-12,,IKL,,,9,25,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK669,p3-SID773,KHID77,Healthy Skin,Back,Y,Y,Y,N,Lysinibacillus,capsici,GTDB-tk by RS on 3/9/22,,2019-07-29,10^-1,BL,BHI,,,,2019-08-12,,IKL,,,9,26,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1118,p3-SID1632,KHID155,Healthy Skin,Back,Y,Y,Y,Y,Microbacterium,paraoxydans,GTDB-tk by RS on 3/9/22,,2019-09-17,10^0,BT,BHI + Tween,,,,2019-12-10,,SAS,,,14,70,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1001,p3-SID1397,KHID128,Healthy Skin,Alar crease,Y,N,N,N,Micrococcus,,16s by SAS 12/19/19,,2019-09-16,10^0,BD,BHI + Tween,,,,2019-11-23,,SAS,,,13,34,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1004,p3-SID1453,KHID141,Healthy Skin,Antecubital fossa,Y,Y,N,N,Micrococcus,,16s by SAS 12/19/19,,2019-09-16,10^0,BD,BHI + Tween,,,,2019-11-23,,SAS,,,13,37,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1005,p3-SID1398,KHID128,Healthy Skin,Alar crease,Y,Y,N,N,Micrococcus,,16s by SAS 12/19/19,,2019-09-16,10^0,BD,BHI + Tween,,,,2019-11-23,,SAS,,,13,38,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1010,p3-SID1336,KHID125,Healthy Skin,Antecubital fossa,Y,N,N,N,Micrococcus,,16s by SAS 12/19/19,,2019-09-16,10^0,B,BHI + Tween,,,,2019-11-23,,SAS,,,13,43,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1011,p3-SID1419,KHID127,Healthy Skin,Toe web space,Y,Y,N,N,Micrococcus,,16s by SAS 12/19/19,,2019-09-16,10^0,BT,BHI + Tween,,,,2019-11-23,,SAS,,,13,44,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1013,p3-SID1386,KHID143,Healthy Skin,Toe web space,Y,Y,N,N,Micrococcus,,16s by SAS 12/19/19,,2019-09-16,10^0,BT,BHI + Tween,,,,2019-11-23,,SAS,,,13,46,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1016,p3-SID1403,KHID125,Healthy Skin,Antecubital fossa,Y,N,N,N,Micrococcus,,16s by SAS 12/19/19,,2019-09-16,10^0,BD,BHI + Tween,,,,2019-11-23,,SAS,,,13,49,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1020,p3-SID1404,KHID125,Healthy Skin,Antecubital fossa,Y,N,N,N,Micrococcus,,16s by SAS 12/19/19,,2019-09-16,10^0,BD,BHI + Tween,,,,2019-11-23,,SAS,,,13,53,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1023,p3-SID1368,KHID144,Healthy Skin,Alar crease,Y,N,N,N,Micrococcus,,16s by SAS 12/19/19,,2019-09-16,10^0,B,BHI + Tween,,,,2019-11-23,,SAS,,,13,56,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1028,p3-SID1360,KHID144,Healthy Skin,Alar crease,Y,N,N,N,Micrococcus,,16s by SAS 12/19/19,,2019-09-16,10^0,B,BHI + Tween,,,,2019-11-23,,SAS,,,13,61,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1029,p3-SID1405,KHID125,Healthy Skin,Antecubital fossa,Y,N,N,N,Micrococcus,,,,2019-09-16,10^0,B,BHI + Tween,,,,2019-11-23,,SAS,,,13,62,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1037,p3-SID1847,KHID133,Healthy Skin,Antecubital fossa,Y,N,N,N,Micrococcus,,16s by SAS 12/19/19,,2019-09-17,10^0,B,BHI + Tween,,,,2019-11-27,,SAS,,,13,70,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1038,p3-SID1890,KHID132,Healthy Skin,Volar forearm,Y,N,N,N,Micrococcus,,16s by SAS 12/19/19,,2019-09-17,10^0,B,BHI + Tween,,,,2019-11-27,,SAS,,,13,71,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1039,p3-SID770,KHID77,Healthy Skin,Back,Y,N,N,N,Micrococcus,,16s by SAS 12/19/19,,2019-07-29,10^-1,BL,BHI + Tween,,,,2019-11-27,,SAS,,,13,72,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1040,p3-SID1864,KHID130,Healthy Skin,Occiput,Y,N,N,N,Micrococcus,,,,2019-09-17,10^0,B,BHI + Tween,,,,2019-11-27,,SAS,,,13,73,,,,,,2020-05-18 08:30,Shelby Sandstrom
